sven ulreich
Moussa Sissoko
Mitchel Bakker
Kenedy
Dominick Drexler
Henrique
Téji Savanier
Darko Brašanac
Iván Alejo
Gonzalo Escalante
Héctor Bellerín
Fernando Calero
Angeliño
Nicolas Jackson
Johan Mojica
Anthony Losilla
Neal Maupay
Harvey Barnes
Mickey van de Ven
Bram Nuytinck
Abdu Conté
Wissam Ben Yedder
Evann Guessand
Georginio Rutter
Gerson
Yannick Gerhardt
Kenji-Van Boto
Arthur
Phil Foden
Alexander Hack
Ante Rebić
Antoine Griezmann
Leonardo César Jardim
Fabian Schär
Lassana Coulibaly
Óscar de Marcos
Roland Sallai
Lucas Boyé
Marek Rodák
Chancel Mbemba
Elvis Rexhbeçaj
Tommaso Milanese
Yehvann Diouf
Roméo Lavia
Ivan Toney
Gerard Deulofeu
Mads Roerslev
Yann Sommer
Abdón Prats
Alexis Blin
Kevin Vogt
Jules Koundé
Jonathan David
Tammy Abraham
Montassar Talbi
Lucas Martínez Quarta
Alex Ferrari
Mark Travers
Giovanni Di Lorenzo
Hugo Lloris
Taiwo Awoniyi
Pierluigi Gollini
Timothy Castagne
André Gomes
Agustín Marchesín
Jacob Murphy
Lazar Samardzic
Ayoze Pérez
Marcin Listkowski
Aimar Oroz
Noah Weißhaupt
Alexander Isak
Jørgen Strand Larsen
Gregor Kobel
Wahbi Khazri
Baptiste Santamaria
Jacob Ramsey
Michel Aebischer
Ruslan Malinovskyi
Boubakary Soumaré
Michail Antonio
Alexis Saelemaekers
Matt Doherty
Marc Cucurella
Yanis Begraoui
Koray Günter
Robert Lewandowski
Rodrygo
Eric Martel
Carlos Soler
Jadon Sancho
Soualiho Meïté
Tolgay Arslan
Riyad Mahrez
Lukas Nmecha
Mathias Olesen
Thomas Mangani
Arber Zeneli
Michael Gregoritsch
Ivan Šunjić
Sergiño Dest
Ilija Nestorovski
Mattia Perin
David Soria
Henning Matriciani
Mahdi Camara
Hwang Hee-chan
Ionuț Radu
Ricardo Pepi
Davide Zappacosta
Jeremy Doku
Robert Gumny
Adam Forshaw
Habib Diallo
Marco Richter
Vinicius Júnior
Marvin Friedrich
Pau Torres
Oier Zarraga
Mats Hummels
Rafael Borré
Federico Valverde
Edimilson Fernandes
Alexander Sørloth
Gerzino Nyamsi
Franck Kessié
Mitchell Weiser
Maximilian Arnold
Nicolas Pallois
André Silva
Adil Rami
Zeki Çelik
Juanpe
Enzo Millot
Erling Haaland
Leonardo Spinazzola
Simon Terodde
Eddie Nketiah
Olivier Giroud
Ritsu Doan
Ciro Immobile
Mohamed Elneny
Sebastiano Luperto
Lewis Dunk
Marc Roca
Leandro Cabrera
Luis Milla
James Justin
Caleb Okoli
Mario Hermoso
Timo Werner
Joan Jordán
Tobias Mohr
Antonín Barák
Pablo Maffeo
David García
Salis Abdul Samed
Julian Baumgartlinger
Thomas Lemar
Mattias Svanberg
Lucas Alario
Tommaso Augello
Rui Patrício
Axel Disasi
Juan Cuadrado
Raphael Framberger
Niklas Tauer
Fábio
Jon Morcillo
Anthony Martial
Matt Targett
Stefan Lainer
Manuel Locatelli
Ludovic Blas
Nicolás Tagliafico
Karim Adeyemi
Lucas Tousart
Kostas Tsimikas
Harrison Reed
Ansgar Knauff
Ruben Loftus-Cheek
Anthony Lozano
Kevin Stöger
Marcus Coco
Max Kilman
Alexandre Coeff
Martin Terrier
Nemanja Radonjić
Andrey Lunyov
Houboulang Mendes
Mateusz Wieteska
Iñigo Martínez
Miguel Almirón
Nicolas Cozza
Giovani Lo Celso
Andoni Gorosabel
Calvin Stengs
Walace
Reinildo Mandava
Patson Daka
Rodrigo Becão
Emile Smith Rowe
Mohamed Camara
Jerdy Schouten
Miguel Veloso
Aihen Muñoz
Gian Marco Ferrari
Liberato Cacace
Jere Uronen
Nicolas Höfler
Jean-Philippe Mateta
Renato Tapia
Sandi Lovrić
Amadou Haidara
Arkadiusz Milik
Lorenzo Montipò
Emanuel Vignato
Eberechi Eze
Richarlison
Veljko Birmančević
Andrea Consigli
Alisson
Martin Satriano
André Hahn
Florian Flick
Brais Méndez
Sasa Kalajdzic
Marco Silvestri
Nemanja Matić
David Silva
Mert Müldür
Facundo Medina
Arnaud Kalimuendo
Raúl Albiol
Luigi Sepe
Calum Chambers
Paweł Dawidowicz
Samuel
Jonas Omlin
Danny Latza
Unai Simón
Willy Boly
Kristoffer Askildsen
Gelson Martins
Xavier Chavalerin
Kerem Demirbay
Thilo Kehrer
Azor Matusiwa
Lyanco
Jonas Hector
Luis Alberto
Miha Blažič
Simone Verdi
Johan Vásquez
Conor Gallagher
Grejohn Kyei
Joe Aribo
Matteo Ruggeri
Conor Coventry
Dennis Praet
Sergio Gómez
Paul Seguin
Daley Sinkgraven
Sergi Gómez
Brahim Díaz
Marten de Roon
Remi Oudin
Brandon Soppy
Lautaro Martínez
Leander Dendoncker
Cédric Brunner
Maximilian Eggestein
Manuel Lanzini
Nathanael Mbuku
Adama Traoré
Remo Freuler
Juan Brandáriz
Emiliano Marcondes
Solly March
Renato Sanches
Emmanuel Agbadou
Rodrigo Bentancur
Anthony Gordon
Takumi Minamino
Sam Lammers
Enock Mwepu
Ibrahima Koné
Denis Zakaria
Luka Modrić
Robin Koch
Guido Rodríguez
Rubén Blanco
Mathías Olivera
Cyrille Bayala
Catena
Danny Welbeck
Aymen Barkok
Karim Onisiwo
Yannik Keitel
Joshua Zirkzee
Stephan El Shaarawy
Mario Götze
Ludovic Ajorque
Léo Baptistão
Florian Lejeune
Federico Di Francesco
Manu Vallejo
Kevin Mbabu
Christoph Baumgartner
Mikkel Damsgaard
Mattia Zaccagni
Sven Michel
Jonathan Clauss
Nicola Sansone
Julien Ponceau
Delano Burgzorg
Hamari Traoré
Bartosz Bereszyński
Aitor Ruibal
Dimitri Liénard
Nuno da Costa
Rubén Sobrino
Álvaro Giménez
Youssef En-Nesyri
Arthur Theate
Samuel Di Carmine
Jack Hendry
Albert Sambi Lokonga
Gaëtan Laborde
Kingsley Ehizibue
Benno Schmitz
Sofiane Diop
Arne Maier
Khvicha Kvaratskhelia
Ronald Araújo
Bonke Innocent
Ignatius Ganago
Marcos Senesi
Enzo Ebosse
Cristian Gamboa
Lucas Hernández
Aleksandar Mitrović
Aaron Cresswell
Gabriel Veiga
Ivan Radovanović
Rodrigo
Bruno Fernandes
Juanmi
Kevin Behrens
Christian Gytkjær
Pietro Terracciano
Adri Embarba
Faride Alidou
Renaud Ripart
David Pereira da Costa
Ellyes Skhiri
Hugo Siquet
Benjamin Pavard
Alex Baena
Paolo Ghiglione
Seko Fofana
Lucas Vázquez
Jamaal Lascelles
Emil Krafth
Silvère Ganvoula M'Boussy
Randy Ntekja
Diego Valencia
Johan Mojica
Oriol Romeu
Ilia Gruev
Diego Rico
Viktor Kovalenko
Callum Hudson-Odoi
Memphis Depay
Fernand Mayembo
Makoto Hasebe
Sofyan Amrabat
Thijs Dallinga
Unai Núñez
Flavius Daniliuc
Dayot Upamecano
Luis Muriel
Óscar Trejo
Dani Carvajal
Juan Musso
Łukasz Skorupski
Dean Henderson
Fran Beltrán
Leon Bailey
Maxim Leitsch
Amine Harit
César Azpilicueta
Nordi Mukiele
Federico Ceccherini
Matheus Cunha
Elseid Hysaj
Nicolò Barella
Sergio Akieme
Benoît Badiashile
Luka Lochoshvili
Ben Godfrey
Kevin Lasagna
Sven Botman
Nélson Semedo
William Saliba
Rolando Mandragora
Scott McTominay
Tetê
Yan Valery
Pablo Marí
Thomas Müller
Jens Stage
Leander Dendoncker
Pervis Estupiñán
Cheikhou Kouyaté
Luis Javier Suárez
Carles Pérez
Sergio Camello
Gerrit Holtmann
Vincent Marchetti
Gerard Moreno
César de la Hoz
Gauthier Gallon
Issa Kaboré
Joachim Andersen
Fede San Emeterio
Gonzalo Villar
Bryan Cristante
Ckene Doucouré
Mërgim Vojvoda
Steve Mandanda
Florian Kainz
Marco D'Alessandro
Lucas Olaza
Nahuel Molina
Luca Waldschmidt
Luis Sinisterra
Fabrizio Angileri
Jeff Reine-Adélaïde
Elif Elmas
Divock Origi
Mason Mount
Hamza Sakhi
Tommaso Pobega
Álex Moreno
Abdoulaye Bamba
Ismaël Bennacer
Antonio Rüdiger
Emmanuel Dennis
Shandon Baptiste
Tim Lemperle
Diego González
Robert Skov
Joe Scally
Yeremi Pino
Aaron Ramsey
Ohis Felix Uduokhai
Munir El Haddadi
Sékou Gassama
Mahmoud Dahoud
Jean-Daniel Akpa-Akpro
Jaime Báez
Nils Petersen
Dyego Sousa
Márton Dárdai
Jacopo Sala
Jaume Costa
Willi Orban
Iñigo Lekue
Son Heung-min
Álvaro Aguado
Julian Jeanvier
Arkadiusz Milik
Gianluigi Donnarumma
Vincent Le Goff
Eric Dier
Ismael Diallo
Lisandro Martínez
Diogo Leite
Lovro Majer
Rhys Healey
Jonas Martin
Luka Milivojević
Kyle Walker-Peters
Marcel Sabitzer
Tyrell Malacia
Luca Pfeiffer
Mathias Autret
William Carvalho
Birama Touré
José Luis Morales
Sergio Busquets
Ángel Rodríguez
Samu Costa
Jordan Larsson
Morten Thorsby
Anthony Jung
Joaquín Fernández
Jaka Bijol
Kevin Trapp
José Luis Gayà
Romano Schmid
Rafael Ratão
Thomas Ouwejan
Khéphren Thuram-Ulie
Germán Pezzella
Weston McKennie
Gary Medel
Arnaut Groeneveld
Ander Barrenetxea
Oriol Romeu
Sargis Adamyan
Lorenzo De Silvestri
Vitaliy Mykolenko
Pape Gueye
Manuel Sánchez
Emerson Palmieri
Wojciech Szczęsny
Suso
Krepin Diatta
Chris Smalling
Franco Cervi
Nicolas Haas
Rayan Aït Nouri
Lennart Grill
Kévin Gameiro
Josip Stanišić
Jon Pacheco
Mario Suárez
Kevin-Prince Boateng
Aleix Vidal
Aaron Hickey
Clément Grenier
Stijn Spierings
Nacho
Duván Zapata
Thiago Alcántara
Laurent Abergel
Adil Aouchiche
Luis Hernández
João Félix
Youcef Belaïli
Jawad El Yamiq
Mamadou Mbaye
Piero Hincapié
Breel Embolo
Marc Guéhi
Mickael Malsa
Pascal Stenzel
Aster Vranckx
Brenden Aaronson
Helibelton Palacios
Jack Grealish
Isaac Carcelen
Lorenzo Pellegrini
Marco Asensio
Jefferson Lerma
Amir Rrahmani
Andrei Girotto
Pierrick Capelle
Hugo Mallo
Andy Delort
Clément Lenglet
Sebastian Polter
Sadio Mané
Chem Campbell
Sanjin Prcić
Josh Doig
Marlon
Sam Greenwood
Donny van de Beek
Wesley Fofana
Jamal Musiala
Cédric Bakambu
Daniele Verde
Alexis Flips
Sam Surridge
Samuel Sáiz
Jarrod Bowen
Jordan Zemura
Joe Worrall
Robin Le Normand
Karim Bellarabi
Marko Dmitrović
Papu Gómez
Giorgos Kyriakopoulos
Tomás Rincón
Jon Moncayola
Blanco
Ermedin Demirović
Felix Agu
Islam Slimani
Patrick Herrmann
Jonny Castro
Valère Germain
Adam Webster
Jean-Eudes Aholou
Francisco Garcia
Brendan Chardonnet
Callum Wilson
Matthijs de Ligt
David Okereke
Alessio Romagnoli
Achraf Hakimi
Davie Selke
Kike Barja
Mama Samba Baldé
Marvin Ducksch
Tom Cairney
Rodrigo Riquelme
Keven Schlotterbeck
Theo Bongonda
Frank Onyeka
Patrick Wimmer
Oumar Gonzalez
Alfonso Pedraza
Andreas Christensen
Clément Vidal
Sergio Canales
Mohamed Camara
Robert Andrich
Morgan Gibbs-White
Roberto Navarro
Gleison Bremer
Andrea Carboni
Mattia Valoti
Deniz Undav
Cole Palmer
Cristhian Stuani
Alphonse Areola
Silas Katompa
Neto
Ruben Vargas
Borja Mayoral
Demarai Gray
Pablo Fornals
Maximilian Philipp
Ramy Bensebaini
Mathias Jørgensen
Thomas Meunier
Stevan Jovetić
Raúl Guti
Gabriel Jesus
Mathieu Coutadeur
Hiroki Ito
Stuart Armstrong
Vinicius Souza
Joe Bryan
Marash Kumbulla
Luke Ayling
Gerard Piqué
Sean Longstaff
Yasser Larouci
Zakaria Aboukhlal
Corentin Tolisso
Michael Keane
Marcus Thuram
Kieffer Moore
Naouirou Ahamada
Asier Villalibre
Wilfried Zaha
Berat Djimsiti
Marcin Kamiński
Youssouf Sabaly
Manuel Gulde
Eden Hazard
Granit Xhaka
Marvin Schwäbe
Donyell Malen
Lucas Torró
Souleyman Doumbia
João Cancelo
Marcus Rashford
Guillermo Maripán
Ivan Perišić
Renan Lodi
Maxime Dupé
Mathias Jensen
James Maddison
Marc-André ter Stegen
Lukas Klostermann
Panagiotis Retsos
Jamal Lowe
Joseph Aidoo
Manuel Neuer
Jean Lucas
Emil Holm
Presnel Kimpembe
Yoann Salmier
Janik Haberer
Stefan Posch
Christopher Antwi-Adjei
Raoul Bellanova
Michael Zetterer
Noah Fadiga
Antonio Sánchez
Jordi Alba
Jonathan Gradit
Riad Nouri
Quentin Boisgard
Christian Günter
Juan Jesus
James Tarkowski
Angel Gomes
Andrea Barberis
Marco Bizot
Patrick Berg
Flavien Tait
Jodel Dossou
Marco Benassi
Yannick Carrasco
Federico Bonazzoli
Ike Ugbo
Eric Maxim Choupo-Moting
Rubén Peña
Wilfred Ndidi
Edinson Cavani
Charles De Ketelaere
Jan Thielmann
Edmond Tapsoba
Giacomo Raspadori
Randal Kolo Muani
Mamadou Sakho
Rayan Raveloson
Ainsley Maitland-Niles
Youri Tielemans
Tim Ream
David Raya
Rémy Riou
Beñat Turrientes
Moussa Niakhate
Miguel Gutiérrez
Carlos Gruezo
Julian Ryerson
Emerson
Mickaël Barreto
Valentino Lazaro
Saïd Benrahma
Lucas Digne
Yan Valery
Mounaim El Idrissy
Steffen Tigges
Oliver Christensen
Stefan de Vrij
Pontus Jansson
Fredrik Jensen
Alex Meret
Valentin Rongier
Martinelli
Joseba Zaldúa
Kevin Paredes
Jeremie Frimpong
Giacomo Raspadori
Nicolas Pépé
Karl Toko Ekambi
Adama Soumaoro
Eduardo Camavinga
Alban Lafont
Oleksandr Zinchenko
Trent Alexander-Arnold
David de Gea
Samu Castillejo
Anthony Lopes
Adam Lallana
Yoane Wissa
Dele Alli
Niklas Schmidt
Michael Olise
Odilon Kossonou
Julian Brandt
Jude Bellingham
Maxime Le Marchand
John McGinn
Lucien Agoume
Iñigo Ruiz de Galarreta
Junya Ito
Marco Reus
Florian Dietz
Gianluca Scamacca
Ben White
Édgar Badía
Giovanni Simeone
Joselu
João Palhinha
Vladimír Coufal
Sada Thioub
Marcelo Brozović
Leandro Paredes
Diadie Samassékou
Gianluca Gaetano
Denzel Dumfries
Erik Palmer-Brown
Darko Churlinov
Diogo Jota
Vassilis Lambropoulos
Nathan Aké
Damián Suárez
Leandro Barreiro Martins
Takuma Asano
Benoît Costil
Bukayo Saka
Thomas Partey
Linton Maina
Cengiz Ünder
Kevin Agudelo
Jonas Wind
Andreas Pereira
Willian José
Aaron Wan-Bissaka
Albin Ekdal
Nathaniel Clyne
Óscar Gil
Ridle Baku
Alexander Nübel
Ryan Fredericks
Sergi Guardiola
Nick Pope
Ethan Ampadu
Scott McKenna
Nuno Mendes
Pierre Lees-Melou
Falaye Sacko
Nathan Patterson
Joe Gomez
Adam Marušić
Mostafa Mohamed
Jeong Woo-yeong
Moisés Caicedo
José Carlos Lazo
Loren Morón
Óscar Mingueza
Qazim Laçi
Borna Sosa
Jeremie Boga
Daichi Kamada
Sebastian Rudy
Lucas Chevalier
Mergim Berisha
Maxence Lacroix
Stéphane Diarra
Jordi Osei-Tutu
Ivan Provedel
Arnaud Nordin
Antonee Robinson
Edon Zhegrova
Sergio León
Jesper Lindstrøm
Thiago Mendes
Norbert Gyömbér
Matty Cash
Roberto Piccoli
Halil Dervişoğlu
M'Bala Nzola
Leo Greiml
Gianluca Mancini
Illan Meslier
Roberto González
Ignacio Pussetto
Ezri Konsa
Antonin Bobichon
Pere Milla
Tomáš Souček
Nathaniel Phillips
Pedri
Armel Bella Kotchap
Yvandro Borges Sanches
Bernd Leno
Marc-Oliver Kempf
Alex Král
Alexandre Lacazette
Thorgan Hazard
Janis Blaswich
Hicham Boudaoui
Lewis Cook
Karim Benzema
Kevin Schade
Adrian Grbić
Niklas Süle
Leandro Trossard
Iván Balliu
Kylian Mbappé
Álvaro Morata
Paulo Otávio
Ivan Ordets
Douglas Luiz
Thomas Delaine
Jordan Ferri
N'Golo Kanté
Lukas Petkov
Marin Pongračić
Malick Thiaw
Christopher Lenz
Merih Demiral
Igor Zubeldia
Ezequiel Ponce
Nikola Milenković
Dejan Kulusevski
Conor Coady
Jamie Vardy
Giacomo Quagliata
Moanes Dabbur
Domingos Quina
Kingsley Schindler
Daniele Rugani
Sergio Asenjo
Mike Maignan
Denis Genreau
Ezequiel Ávila
Gabriel Vidovic
Dennis Appiah
Samuel Chukwueze
Matt Ritchie
Harry Kane
Kingsley Coman
Nicolás Domínguez
Boulaye Dia
Gedeon Kalulu
Rafał Gikiewicz
Patrick Osterhage
Youcef Atal
Kenny Tete
Ko Itakura
Vicente Guaita
Fernando
Iker Muniain
Kaoru Mitoma
Lucas Paquetá
Issa Diop
Andrew Gravillon
Filippo Bandinelli
Daniel Podence
Étienne Capoue
Alejandro Garnacho
Ben Mee
Rasmus Nicolaisen
Brice Samba
Emil Ceide
Marco Friedl
Lucas Ocampos
Largie Ramazani
Jim Allevinah
Fabio Depaoli
Alexis Claude-Maurice
Cristiano Ronaldo
Yıldırım Mert Çetin
Kevin Danso
Wout Faes
Álex Remiro
Sergio Herrera
Íñigo Eguaras
Marco Verratti
Gonçalo Guedes
Jonjoe Kenny
Martin Erlic
Álvaro Negredo
Alexander Schwolow
Rémy Cabella
Mario Lemina
Szymon Żurkowski
Armando Broja
Rodri
Mohamed Lamine Bayo
Anthony Caci
Carles Aleñá
Malang Sarr
Mark Flekken
Fodé Ballo-Touré
Davinson Sánchez
Nacho Vidal
Ousmane Dembélé
Krzysztof Piątek
Saúl Ñíguez
Rob Holding
Marvin Plattenhardt
Tristan Dingomé
Asier Illarramendi
Steve Mounié
Ben Johnson
Anuar
Ajdin Hrustic
Portu
Ozan Kabak
Nico Elvedi
Nikola Vlašić
Moussa Djenepo
Gavin Bazunu
Thiago Silva
Birger Meling
Nuno Tavares
Cédric Hountondji
Leandro Paredes
Saman Ghoddos
Hugo Novoa
Þórir Jóhann Helgason
Deiver Machado
Mauro Arambarri
Nabil Touaizi
Gaëtan Perrin
Atakan Karazor
José Fonte
Takefusa Kubo
András Schäfer
Mads Bech Sørensen
Dominic Solanke
Danilo Soares
Rubén Alcaraz
Gio Reyna
Sergej Milinković-Savić
Neeskens Kebano
Komnen Andrić
Alidu Seidu
Armand Lauriente
Arkadiusz Reca
Marius Bülter
Matteo Darmian
Sébastien Corchia
Federico Dimarco
Raúl Jiménez
Hans Hateboer
Christian Eriksen
Tiago Djaló
Cyriel Dessers
José Sá
Tanguy Ndombele
Ronaël Pierre-Gabriel
Robert Wagner
Peter Pekarík
Fernando
Colin Dagba
Jacob Bruun Larsen
Christopher Trimmel
Sardar Azmoun
Noussair Mazraoui
Ashley Young
Christoph Kramer
Armand Lauriente
Jan Bednarek
Raúl García
Assan Ceesay
Moi Gómez
Lucas Perrin
Hirving Lozano
Christian Pulisic
Diego Carlos
Bernardo Silva
Stephy Mavididi
Jaime Mata
Przemysław Frankowski
Ollie Watkins
Pascal Groß
Gaël Kakuta
Kevin Bonifazi
Maxime Busi
Jeison Murillo
Rúben Neves
Alberto Grassi
Pedro Neto
Almamy Touré
Yeray Álvarez
Maxence Caqueret
Álvaro Fernández
Raheem Sterling
Vitaly Janelt
Jordan Pefok
Rodrigo Ely
Rogério
Umar Sadiq
Rúben Dias
Lorenzo Venuti
Dante
Ferland Mendy
Andrew Robertson
Marshall Munetsi
Jonathan Ikone
Toni Villa
Antony
Andre-Frank Zambo Anguissa
Adrien Tameze
Péter Gulácsi
Allan Saint-Maximin
Kevin Kampl
Samir Handanović
Wesley Fofana
Joris Chotard
Bobby Reid
Matthias Ginter
Rominigue Kouamé
Ross Barkley
Thomas Delaney
Omar Colley
Romelu Lukaku
Casemiro
Reinier
Benjamin André
Leroy Sané
Konstantinos Mavropanos
David Raum
Luiz Felipe
Daniel James
Kouadio Koné
Pol Lirola
Mattia Caldara
Riccardo Marchizza
Jeremías Ledesma
Roberto Torres
Billy Gilmour
El Bilal Touré
Pablo Sarabia
Paul Akouokou
Christian Nørgaard
Andrea Belotti
Paulinho
Simon Zoller
Isaac Success
Salvatore Molina
Florian Müller
Lee Jae-sung
Jamie Leweling
Julian Weigl
Ilyes Cheti
Justin Kluivert
Dominik Szoboszlai
Carlos
Terem Moffi
Aïssa Mandi
Vlad Chiricheș
Iñaki Williams
Sergi Darder
Jack Harrison
Neymar
David Zima
Lloyd Kelly
Orel Mangala
Álex Fernández
Ante Budimir
Danilho Doekhi
Myziane Maolida
Fabián Ruiz Peña
Oliver Burke
Valentin Gendrey
Daniel Ciofani
Hugo Ekitike
Antonio Candreva
José Pozo
Bryan Mbeumo
Timo Hübers
Nadiem Amiri
Timo Baumgartl
Yassine Bounou
Stefan Posch
Matteo Pessina
Unai López
Igor
Youssouf Fofana
Eliot Matazo
Francisco Portillo
Dwight McNeil
Christopher Nkunku
Jonathan Burkardt
Jean-Clair Todibo
Emanuel Aiwum
Aleksei Miranchuk
Dušan Vlahović
Massadio Haïdara
Maxime Lopez
Arnau Puigmal
Salvi
Yanis Cimignani
Kaan Ayhan
Warren Bondo
Danny Ings
Joe Rodon
Édgar González
Joakim Mæhle
Oliver Zandén
Adam Buksa
Benjamin Bourigeaud
Josha Vagnoman
Suat Serdar
Nicolò Fagioli
Dan Burn
Alessandro Tuia
Philip Billing
Antonio Sanabria
Răzvan Marin
Wilfried Kanga
Marius Wolf
Florian Niederlechner
Boubacar Kamara
Riccardo Orsolini
Luis Pérez
Mattia De Sciglio
Ivan Rakitić
Martin Valjent
Mateusz Klich
Tyrone Mings
Melvin Bard
Tom Krauß
Ivo Grbić
Joel Pohjanpalo
Gerónimo Rulli
Pierre Højbjerg
Nathan Collins
Antonín Barák
Harry Maguire
Alessandro Buongiorno
Federico Fazio
Jordan Pickford
Marcos Acuña
Maximilian Mittelstädt
Maya Yoshida
Tyler Adams
Tariq Lamptey
Luke Shaw
Emiliano Martínez
Sehrou Guirassy
Chris Wood
Luis Díaz
Óliver Torres
Andreas Bruus
Borja Iglesias
Faitout Maouassa
Aleix García
Javi Puado
Anthony Modeste
Jesús Navas
Gonzalo Montiel
Mehdi Léris
Martin Hongla
Kouamé Botué
Dodi Lukebakio
Awer Mabil
Luca Zanimacchia
Antonio Raillo
Neto Borges
Roger Martí
Jean-Paul Boëtius
Moise Kean
Sofiane Boufal
Junior Stanislas
Tanguy Nianzou
José María Giménez
Koen Casteels
Samuel Gigot
Pascal Struijk
Francesco Acerbi
Manolo Gabbiadini
Ondrej Duda
Yohann Magnin
Enzo Roco
Yunus Musah
Sebastiaan Bornauw
Kristian Thorstvedt
Kelechi Iheanacho
Sasa Kalajdzic
Yoann Touzghar
Juan Cruz Armada
Valery
Kalvin Phillips
Mason Holgate
Samuele Ricci
Nicolò Cambiaghi
Alfonso Espino
Mory Diaw
Marcos Alonso
Moussa Dembélé
Paul Bernardoni
